98.323,239.41,101.15,331.46,131.23,159.36,144.19,437.41,159.96,279.94,181.1,212.51,179.24,88.786,183.27,348.09,218.49,148.89,227.79,276.54,252.57,213.11,252.66,341.94,253,420.3,262.09,69.461,291.53,141.59,299.31,280.59,320.62,209.02,327.71,354.11,346.35,86.011,375.2,263.62,380.79,161.64
98.29,239.63,101.26,331.56,131.09,159.49,144.21,437.47,159.96,280.14,181.12,212.56,179.17,88.867,183.15,348.03,218.43,149.23,227.68,276.38,252.47,213.25,252.52,341.88,253.07,420.49,262.06,69.559,291.44,141.64,299.07,280.56,320.46,209.22,327.65,354.19,346.03,85.672,374.87,263.7,380.86,161.67
98.354,239.93,101.34,331.62,131.1,159.62,144.41,437.52,160.08,280.25,181.19,212.64,179.15,89.104,183.12,348.08,218.48,149.64,227.58,276.41,252.35,213.46,252.51,341.76,253.28,420.71,262.16,69.695,291.54,141.71,298.97,280.65,320.47,209.4,327.65,354.24,345.93,85.565,374.62,263.8,381.05,161.83
98.365,240.05,101.32,331.57,131.08,159.68,144.44,437.41,160.22,280.17,181.07,212.61,179.17,89.166,183.08,347.91,218.42,149.67,227.38,276.19,252.13,213.47,252.47,341.65,253.41,420.8,262.15,69.752,291.64,141.75,298.74,280.73,320.45,209.46,327.59,354.16,345.79,85.307,374.25,263.79,381.17,161.87
98.424,240.14,101.25,331.49,130.97,159.7,144.4,437.36,160.31,280.07,180.9,212.62,179.15,89.157,183.05,347.68,218.39,149.61,227.16,275.96,252.01,213.44,252.47,341.49,253.44,420.94,262.16,69.783,291.72,141.68,298.56,280.71,320.5,209.54,327.53,354.11,345.64,85.16,373.99,263.66,381.22,161.82
98.552,240.4,101.22,331.41,130.97,159.73,144.53,437.39,160.46,279.96,180.85,212.64,179.25,89.151,183.12,347.52,218.47,149.58,227.02,275.82,252.03,213.31,252.55,341.46,253.45,420.89,262.24,69.846,291.91,141.72,298.43,280.65,320.6,209.83,327.57,354.18,345.57,85.151,373.92,263.64,381.37,161.93
98.603,240.63,101.02,331.34,130.88,159.64,144.51,437.45,160.47,279.89,180.67,212.75,179.22,89.026,183.1,347.39,218.47,149.49,226.96,275.6,251.99,213.09,252.53,341.35,253.31,420.77,262.21,69.958,292.05,141.7,298.22,280.55,320.67,209.97,327.48,354.27,345.51,85.079,373.87,263.71,381.3,162.14
98.553,240.92,100.91,331.23,130.79,159.67,144.45,437.59,160.52,279.9,180.59,212.69,179.32,88.961,183.1,347.37,218.44,149.39,227.01,275.5,251.95,212.96,252.5,341.27,253.27,420.75,262.18,69.977,292.2,141.71,298.13,280.47,320.77,210.16,327.44,354.4,345.43,84.915,373.86,263.78,381.15,162.31
98.729,241.01,100.77,331.13,130.73,159.64,144.34,437.83,160.61,279.92,180.54,212.76,179.52,88.904,183.11,347.39,218.47,149.28,227.09,275.47,251.89,212.73,252.43,341.27,253.31,420.68,262.07,69.998,292.35,141.72,298.16,280.33,320.94,210.21,327.42,354.43,345.38,84.714,373.96,263.81,380.96,162.4
98.861,240.98,100.67,330.97,130.61,159.5,144.13,437.92,160.73,279.75,180.46,212.59,179.68,88.726,183.12,347.31,218.43,149.1,227.16,275.32,251.67,212.42,252.34,341.08,253.38,420.5,262,69.877,292.47,141.65,298.29,280.07,321.05,210.14,327.41,354.37,345.4,84.434,374.07,263.69,380.77,162.48
